index,Size,Fluo,Clarity,Cut,Polish,Symmetry,D,E,F,G,H,I,J,K,L,M
3713,0.40-0.44,Very Strong,SI1,EX,GD,GD,-62.0,-59.0,-57.0,-53,-52,-53,-51,-53,-55,-52
3714,0.40-0.44,Very Strong,SI2,EX,GD,GD,-64.0,-64.0,-60.0,-56,-54,-53,-52,-50,-48,-50
3715,0.40-0.44,Very Strong,SI2,EX,GD,GD,-64.0,-64.0,-60.0,-56,-54,-53,-52,-50,-48,-50
3716,0.40-0.44,Very Strong,VS1,EX,GD,GD,-61.0,-57.0,-56.0,-52,-51,-59,-56,-55,-56,-56
3717,0.40-0.44,Very Strong,VS1,EX,GD,GD,-61.0,-57.0,-56.0,-52,-51,-59,-56,-55,-56,-56
3718,0.40-0.44,Very Strong,VS2,EX,GD,GD,-62.0,-61.0,-59.0,-54,-51,-59,-55,-55,-57,-54
3719,0.40-0.44,Very Strong,VS2,EX,GD,GD,-62.0,-61.0,-59.0,-54,-51,-59,-55,-55,-57,-54
3720,0.40-0.44,Very Strong,VVS1,EX,GD,GD,-55.0,-50.0,-51.0,-53,-53,-58,-57,-57,-52,-55
3721,0.40-0.44,Very Strong,VVS1,EX,GD,GD,-55.0,-50.0,-51.0,-53,-53,-58,-57,-57,-52,-55
3722,0.40-0.44,Very Strong,VVS2,EX,GD,GD,-59.0,-56.0,-54.0,-54,-54,-60,-57,-58,-58,-57
3723,0.40-0.44,Very Strong,VVS2,EX,GD,GD,-59.0,-56.0,-54.0,-54,-54,-60,-57,-58,-58,-57
3724,0.45-0.49,Very Strong,IF,EX,GD,GD,-51.0,-42.0,-40.0,-40,-43,-45,-42,-54,-48,-46
3725,0.45-0.49,Very Strong,SI1,EX,GD,GD,-53.0,-49.0,-47.0,-44,-42,-44,-44,-45,-45,-50
3726,0.45-0.49,Very Strong,SI2,EX,GD,GD,-59.0,-57.0,-53.0,-49,-46,-45,-44,-45,-44,-52
3727,0.45-0.49,Very Strong,VS1,EX,GD,GD,-51.0,-47.0,-46.0,-41,-43,-47,-49,-47,-49,-51
3728,0.45-0.49,Very Strong,VS2,EX,GD,GD,-47.0,-50.0,-49.0,-44,-41,-45,-46,-47,-47,-51
3729,0.45-0.49,Very Strong,VVS1,EX,GD,GD,-47.0,-40.0,-40.0,-43,-44,-50,-46,-51,-46,-47
3730,0.45-0.49,Very Strong,VVS2,EX,GD,GD,-54.0,-49.0,-46.0,-44,-45,-49,-52,-50,-49,-55
3731,0.50-0.59,Very Strong,IF,EX,GD,GD,-67.0,-63.0,-64.0,-63,-67,-66,-62,-61,-62,-61
3732,0.50-0.59,Very Strong,SI1,EX,GD,GD,-67.0,-68.0,-69.0,-67,-63,-63,-62,-61,-59,-61
3733,0.50-0.59,Very Strong,SI2,EX,GD,GD,-66.0,-67.0,-68.0,-67,-65,-66,-62,-62,-59,-56
3734,0.50-0.59,Very Strong,VS1,EX,GD,GD,-69.0,-68.0,-68.0,-66,-66,-64,-60,-60,-58,-58
3735,0.50-0.59,Very Strong,VS2,EX,GD,GD,-70.0,-70.0,-69.0,-67,-66,-64,-62,-63,-57,-58
3736,0.50-0.59,Very Strong,VVS1,EX,GD,GD,-67.0,-62.0,-64.0,-64,-67,-67,-64,-61,-61,-63
3737,0.50-0.59,Very Strong,VVS2,EX,GD,GD,-71.0,-69.0,-69.0,-66,-66,-66,-65,-65,-60,-63
3738,0.70-0.74,Very Strong,IF,EX,GD,GD,-66.0,-61.0,-58.0,-63,-68,-65,-63,-62,-57,-60
3739,0.70-0.74,Very Strong,SI1,EX,GD,GD,-66.0,-64.0,-61.0,-61,-60,-58,-55,-53,-56,-59
3740,0.70-0.74,Very Strong,SI2,EX,GD,GD,-66.0,-65.0,-65.0,-65,-62,-58,-57,-58,-56,-60
3741,0.70-0.74,Very Strong,VS1,EX,GD,GD,-63.0,-64.0,-62.0,-59,-64,-58,-56,-56,-58,-64
3742,0.70-0.74,Very Strong,VS2,EX,GD,GD,-67.0,-65.0,-63.0,-63,-62,-61,-58,-59,-59,-63
3743,0.70-0.74,Very Strong,VVS1,EX,GD,GD,-62.0,-61.0,-57.0,-64,-67,-65,-62,-59,-62,-61
3744,0.70-0.74,Very Strong,VVS2,EX,GD,GD,-67.0,-64.0,-62.0,-65,-68,-64,-62,-62,-61,-66
3745,0.75-0.79,Very Strong,IF,EX,GD,GD,-60.0,-56.0,-54.0,-58,-62,-60,-57,-55,-56,-57
3746,0.75-0.79,Very Strong,SI1,EX,GD,GD,-61.0,-59.0,-59.0,-54,-53,-49,-46,-52,-49,-57
3747,0.75-0.79,Very Strong,SI2,EX,GD,GD,-64.0,-61.0,-63.0,-58,-53,-53,-46,-53,-52,-53
3748,0.75-0.79,Very Strong,VS1,EX,GD,GD,-57.0,-56.0,-57.0,-55,-57,-53,-50,-53,-52,-57
3749,0.75-0.79,Very Strong,VS2,EX,GD,GD,-62.0,-63.0,-61.0,-58,-55,-52,-50,-53,-50,-59
3750,0.75-0.79,Very Strong,VVS1,EX,GD,GD,-57.0,-54.0,-52.0,-58,-62,-60,-55,-56,-53,-56
3751,0.75-0.79,Very Strong,VVS2,EX,GD,GD,-61.0,-61.0,-59.0,-64,-64,-59,-56,-57,-53,-62
3752,0.80-0.89,Very Strong,IF,EX,GD,GD,-57.0,-52.0,-49.0,-52,-55,-51,-50,-45,-49,-51
3753,0.80-0.89,Very Strong,SI1,EX,GD,GD,-52.0,-52.0,-51.0,-51,-49,-45,-44,-49,-48,-52
3754,0.80-0.89,Very Strong,SI2,EX,GD,GD,-54.0,-57.0,-57.0,-55,-52,-50,-45,-47,-49,-52
3755,0.80-0.89,Very Strong,VS1,EX,GD,GD,-56.0,-54.0,-53.0,-53,-52,-53,-48,-42,-49,-52
3756,0.80-0.89,Very Strong,VS2,EX,GD,GD,-56.0,-56.0,-55.0,-51,-51,-53,-46,-45,-48,-52
3757,0.80-0.89,Very Strong,VVS1,EX,GD,GD,-52.0,-50.0,-50.0,-51,-54,-53,-50,-47,-48,-54
3758,0.80-0.89,Very Strong,VVS2,EX,GD,GD,-55.0,-54.0,-55.0,-56,-57,-55,-50,-42,-52,-59
3759,0.90-0.94,Very Strong,IF,EX,GD,GD,-66.0,-66.0,-66.0,-67,-67,-58,-57,-58,-61,-64
3760,0.90-0.94,Very Strong,SI1,EX,GD,GD,-62.0,-59.0,-60.0,-58,-59,-59,-59,-56,-59,-61
3761,0.90-0.94,Very Strong,SI2,EX,GD,GD,-66.0,-65.0,-62.0,-63,-62,-57,-57,-60,-57,-58
3762,0.90-0.94,Very Strong,VS1,EX,GD,GD,-70.0,-66.0,-62.0,-61,-63,-60,-58,-57,-58,-59
3763,0.90-0.94,Very Strong,VS2,EX,GD,GD,-68.0,-63.0,-63.0,-60,-62,-60,-60,-59,-59,-58
3764,0.90-0.94,Very Strong,VVS1,EX,GD,GD,-66.0,-64.0,-63.0,-65,-67,-59,-58,-57,-61,-62
3765,0.90-0.94,Very Strong,VVS2,EX,GD,GD,-70.0,-67.0,-64.0,-65,-67,-62,-61,-61,-62,-61
3766,0.95-0.99,Very Strong,IF,EX,GD,GD,-62.0,-60.0,-60.0,-66,-64,-57,-52,-53,-56,-55
3767,0.95-0.99,Very Strong,SI1,EX,GD,GD,-60.0,-58.0,-59.0,-56,-56,-56,-56,-51,-51,-55
3768,0.95-0.99,Very Strong,SI2,EX,GD,GD,-66.0,-62.0,-61.0,-56,-57,-54,-53,-51,-52,-55
3769,0.95-0.99,Very Strong,VS1,EX,GD,GD,-66.0,-62.0,-59.0,-57,-56,-55,-53,-54,-55,-56
3770,0.95-0.99,Very Strong,VS2,EX,GD,GD,-58.0,-57.0,-60.0,-56,-59,-57,-59,-54,-54,-55
3771,0.95-0.99,Very Strong,VVS1,EX,GD,GD,-64.0,-61.0,-62.0,-62,-62,-58,-53,-53,-58,-59
3772,0.95-0.99,Very Strong,VVS2,EX,GD,GD,-66.0,-65.0,-61.0,-62,-60,-57,-56,-52,-58,-58
3773,0.30-0.34,Very Strong,IF,VG,GD,GD,-77.0,-71.0,-69.0,-72,-73,-72,-72,-70,-65,-67
3774,0.30-0.34,Very Strong,SI1,VG,GD,GD,-72.0,-73.0,-72.0,-67,-65,-67,-63,-62,-62,-60
3775,0.30-0.34,Very Strong,SI2,VG,GD,GD,-72.0,-74.0,-71.0,-65,-64,-65,-61,-64,-64,-60
3776,0.30-0.34,Very Strong,VS1,VG,GD,GD,-69.0,-72.0,-70.0,-67,-66,-67,-66,-63,-62,-63
3777,0.30-0.34,Very Strong,VS2,VG,GD,GD,-73.0,-73.0,-71.0,-67,-65,-68,-66,-62,-63,-61
3778,0.30-0.34,Very Strong,VVS1,VG,GD,GD,-74.0,-69.0,-67.0,-71,-71,-70,-70,-68,-64,-70
3779,0.30-0.34,Very Strong,VVS2,VG,GD,GD,-75.0,-73.0,-71.0,-69,-70,-71,-71,-67,-66,-68
3780,0.35-0.39,Very Strong,IF,VG,GD,GD,-76.0,-64.0,-67.0,-69,-70,-69,-68,-68,-66,-62
3781,0.35-0.39,Very Strong,SI1,VG,GD,GD,-71.0,-75.0,-71.0,-68,-65,-63,-54,-60,-59,-60
3782,0.35-0.39,Very Strong,SI2,VG,GD,GD,-73.0,-74.0,-70.0,-66,-66,-64,-59,-64,-60,-60
3783,0.35-0.39,Very Strong,VS1,VG,GD,GD,-72.0,-75.0,-71.0,-68,-67,-66,-60,-63,-60,-61
3784,0.35-0.39,Very Strong,VS2,VG,GD,GD,-75.0,-76.0,-72.0,-68,-65,-66,-58,-61,-62,-61
3785,0.35-0.39,Very Strong,VVS1,VG,GD,GD,-72.0,-66.0,-67.0,-69,-69,-68,-65,-67,-65,-63
3786,0.35-0.39,Very Strong,VVS2,VG,GD,GD,-75.0,-73.0,-70.0,-71,-70,-69,-64,-67,-64,-66
3787,0.40-0.44,Very Strong,IF,VG,GD,GD,-63.0,-57.0,-57.0,-61,-59,-63,-62,-63,-60,-64
3788,0.40-0.44,Very Strong,IF,VG,GD,GD,-63.0,-57.0,-57.0,-61,-59,-63,-62,-63,-60,-64
3789,0.40-0.44,Very Strong,SI1,VG,GD,GD,-68.0,-65.0,-64.0,-60,-58,-59,-57,-58,-60,-57
3790,0.40-0.44,Very Strong,SI1,VG,GD,GD,-68.0,-65.0,-64.0,-60,-58,-59,-57,-58,-60,-57
3791,0.40-0.44,Very Strong,SI2,VG,GD,GD,-70.0,-70.0,-67.0,-63,-60,-59,-58,-55,-53,-55
3792,0.40-0.44,Very Strong,SI2,VG,GD,GD,-70.0,-70.0,-67.0,-63,-60,-59,-58,-55,-53,-55
3793,0.40-0.44,Very Strong,VS1,VG,GD,GD,-67.0,-63.0,-62.0,-58,-57,-65,-62,-61,-62,-62
3794,0.40-0.44,Very Strong,VS1,VG,GD,GD,-67.0,-63.0,-62.0,-58,-57,-65,-62,-61,-62,-62
3795,0.40-0.44,Very Strong,VS2,VG,GD,GD,-68.0,-67.0,-65.0,-60,-57,-65,-61,-61,-63,-60
3796,0.40-0.44,Very Strong,VS2,VG,GD,GD,-68.0,-67.0,-65.0,-60,-57,-65,-61,-61,-63,-60
3797,0.40-0.44,Very Strong,VVS1,VG,GD,GD,-62.0,-56.0,-57.0,-59,-59,-64,-64,-64,-59,-62
3798,0.40-0.44,Very Strong,VVS1,VG,GD,GD,-62.0,-56.0,-57.0,-59,-59,-64,-64,-64,-59,-62
3799,0.40-0.44,Very Strong,VVS2,VG,GD,GD,-66.0,-62.0,-60.0,-60,-60,-66,-64,-65,-65,-64
3800,0.40-0.44,Very Strong,VVS2,VG,GD,GD,-66.0,-62.0,-60.0,-60,-60,-66,-64,-65,-65,-64
3801,0.45-0.49,Very Strong,IF,VG,GD,GD,-64.0,-54.0,-51.0,-51,-53,-55,-52,-65,-59,-57
3802,0.45-0.49,Very Strong,SI1,VG,GD,GD,-65.0,-60.0,-58.0,-55,-52,-54,-55,-55,-55,-60
3803,0.45-0.49,Very Strong,SI2,VG,GD,GD,-71.0,-68.0,-64.0,-60,-56,-55,-55,-55,-54,-62
3804,0.45-0.49,Very Strong,VS1,VG,GD,GD,-64.0,-59.0,-57.0,-52,-53,-57,-59,-57,-59,-61
3805,0.45-0.49,Very Strong,VS2,VG,GD,GD,-60.0,-62.0,-60.0,-55,-51,-55,-56,-57,-57,-61
3806,0.45-0.49,Very Strong,VVS1,VG,GD,GD,-60.0,-52.0,-51.0,-54,-54,-60,-56,-62,-57,-58
3807,0.45-0.49,Very Strong,VVS2,VG,GD,GD,-67.0,-61.0,-57.0,-55,-55,-59,-62,-61,-60,-66
3808,0.50-0.59,Very Strong,IF,VG,GD,GD,-78.0,-72.0,-71.0,-69,-74,-72,-67,-66,-67,-66
3809,0.50-0.59,Very Strong,SI1,VG,GD,GD,-76.0,-77.0,-78.0,-73,-70,-69,-67,-66,-64,-66
3810,0.50-0.59,Very Strong,SI2,VG,GD,GD,-75.0,-76.0,-77.0,-73,-72,-72,-67,-67,-64,-61
3811,0.50-0.59,Very Strong,VS1,VG,GD,GD,-78.0,-76.0,-76.0,-73,-73,-69,-65,-65,-63,-63
3812,0.50-0.59,Very Strong,VS2,VG,GD,GD,-78.0,-78.0,-77.0,-74,-73,-69,-67,-68,-62,-63
3813,0.50-0.59,Very Strong,VVS1,VG,GD,GD,-78.0,-71.0,-71.0,-70,-74,-73,-69,-66,-66,-68
3814,0.50-0.59,Very Strong,VVS2,VG,GD,GD,-78.0,-78.0,-76.0,-72,-73,-72,-70,-70,-65,-68
3815,0.70-0.74,Very Strong,IF,VG,GD,GD,-74.0,-70.0,-65.0,-70,-75,-72,-69,-68,-63,-66
3816,0.70-0.74,Very Strong,SI1,VG,GD,GD,-74.0,-72.0,-68.0,-67,-66,-64,-61,-60,-63,-66
3817,0.70-0.74,Very Strong,SI2,VG,GD,GD,-74.0,-73.0,-72.0,-71,-68,-64,-63,-65,-63,-67
3818,0.70-0.74,Very Strong,VS1,VG,GD,GD,-71.0,-72.0,-70.0,-66,-71,-65,-63,-62,-64,-70
3819,0.70-0.74,Very Strong,VS2,VG,GD,GD,-75.0,-73.0,-71.0,-70,-69,-68,-65,-65,-65,-69
3820,0.70-0.74,Very Strong,VVS1,VG,GD,GD,-70.0,-70.0,-64.0,-71,-74,-72,-68,-65,-68,-67
3821,0.70-0.74,Very Strong,VVS2,VG,GD,GD,-75.0,-73.0,-69.0,-72,-75,-71,-68,-68,-67,-72
3822,0.75-0.79,Very Strong,IF,VG,GD,GD,-68.0,-64.0,-62.0,-65,-69,-67,-64,-61,-62,-63
3823,0.75-0.79,Very Strong,SI1,VG,GD,GD,-69.0,-67.0,-67.0,-61,-60,-56,-53,-58,-55,-63
3824,0.75-0.79,Very Strong,SI2,VG,GD,GD,-72.0,-69.0,-71.0,-65,-60,-60,-53,-59,-58,-59
3825,0.75-0.79,Very Strong,VS1,VG,GD,GD,-65.0,-64.0,-65.0,-62,-64,-60,-56,-58,-57,-62
3826,0.75-0.79,Very Strong,VS2,VG,GD,GD,-70.0,-71.0,-69.0,-65,-62,-59,-56,-58,-55,-64
3827,0.75-0.79,Very Strong,VVS1,VG,GD,GD,-65.0,-62.0,-60.0,-65,-69,-67,-62,-62,-59,-62
3828,0.75-0.79,Very Strong,VVS2,VG,GD,GD,-69.0,-69.0,-67.0,-71,-71,-66,-63,-63,-59,-68
3829,0.80-0.89,Very Strong,IF,VG,GD,GD,-66.0,-61.0,-58.0,-60,-63,-57,-57,-52,-56,-58
3830,0.80-0.89,Very Strong,SI1,VG,GD,GD,-60.0,-60.0,-58.0,-58,-56,-52,-51,-55,-54,-58
3831,0.80-0.89,Very Strong,SI2,VG,GD,GD,-62.0,-65.0,-64.0,-62,-59,-57,-52,-53,-55,-58
3832,0.80-0.89,Very Strong,VS1,VG,GD,GD,-64.0,-62.0,-61.0,-61,-60,-59,-54,-48,-55,-58
3833,0.80-0.89,Very Strong,VS2,VG,GD,GD,-64.0,-64.0,-63.0,-59,-59,-59,-52,-51,-54,-58
3834,0.80-0.89,Very Strong,VVS1,VG,GD,GD,-61.0,-59.0,-59.0,-59,-62,-59,-57,-54,-55,-61
3835,0.80-0.89,Very Strong,VVS2,VG,GD,GD,-64.0,-63.0,-64.0,-64,-65,-61,-57,-49,-59,-66
3836,0.90-0.94,Very Strong,IF,VG,GD,GD,-76.0,-76.0,-76.0,-77,-77,-67,-65,-66,-69,-72
3837,0.90-0.94,Very Strong,SI1,VG,GD,GD,-73.0,-69.0,-69.0,-67,-68,-67,-66,-63,-66,-68
3838,0.90-0.94,Very Strong,SI2,VG,GD,GD,-77.0,-75.0,-71.0,-72,-71,-65,-64,-67,-64,-65
3839,0.90-0.94,Very Strong,VS1,VG,GD,GD,-78.0,-76.0,-72.0,-71,-73,-69,-66,-65,-66,-67
3840,0.90-0.94,Very Strong,VS2,VG,GD,GD,-78.0,-73.0,-73.0,-70,-72,-69,-68,-67,-67,-66
3841,0.90-0.94,Very Strong,VVS1,VG,GD,GD,-76.0,-74.0,-73.0,-75,-77,-68,-66,-65,-69,-70
3842,0.90-0.94,Very Strong,VVS2,VG,GD,GD,-78.0,-77.0,-74.0,-75,-77,-71,-69,-69,-70,-69
3843,0.95-0.99,Very Strong,IF,VG,GD,GD,-71.0,-69.0,-69.0,-75,-73,-66,-61,-61,-64,-63
3844,0.95-0.99,Very Strong,SI1,VG,GD,GD,-69.0,-67.0,-67.0,-65,-65,-65,-64,-58,-58,-62
3845,0.95-0.99,Very Strong,SI2,VG,GD,GD,-75.0,-71.0,-69.0,-65,-66,-63,-61,-58,-59,-62
3846,0.95-0.99,Very Strong,VS1,VG,GD,GD,-75.0,-71.0,-67.0,-66,-65,-64,-61,-60,-61,-62
3847,0.95-0.99,Very Strong,VS2,VG,GD,GD,-67.0,-66.0,-68.0,-65,-68,-66,-67,-60,-60,-61
3848,0.95-0.99,Very Strong,VVS1,VG,GD,GD,-73.0,-70.0,-71.0,-71,-71,-67,-62,-61,-66,-67
3849,0.95-0.99,Very Strong,VVS2,VG,GD,GD,-75.0,-74.0,-70.0,-71,-69,-66,-65,-60,-66,-66
3850,0.30-0.34,None,IF,EX,GD,VG,-49.0,-46.0,-46.0,-50,-51,-50,-50,-51,-46,-48
3851,0.30-0.34,None,SI1,EX,GD,VG,-48.0,-51.0,-50.0,-46,-46,-48,-45,-45,-45,-43
3852,0.30-0.34,None,SI2,EX,GD,VG,-48.0,-52.0,-49.0,-44,-45,-46,-43,-47,-47,-43
3853,0.30-0.34,None,VS1,EX,GD,VG,-45.0,-50.0,-48.0,-46,-46,-47,-46,-45,-44,-45
3854,0.30-0.34,None,VS2,EX,GD,VG,-49.0,-51.0,-49.0,-46,-45,-48,-46,-44,-45,-43
3855,0.30-0.34,None,VVS1,EX,GD,VG,-46.0,-44.0,-44.0,-49,-49,-48,-48,-49,-45,-51
3856,0.30-0.34,None,VVS2,EX,GD,VG,-47.0,-48.0,-48.0,-47,-48,-49,-49,-48,-47,-49
3857,0.35-0.39,None,IF,EX,GD,VG,-44.0,-34.0,-40.0,-44,-45,-46,-46,-47,-45,-41
3858,0.35-0.39,None,SI1,EX,GD,VG,-43.0,-49.0,-48.0,-46,-43,-41,-34,-41,-40,-41
3859,0.35-0.39,None,SI2,EX,GD,VG,-45.0,-48.0,-47.0,-44,-44,-42,-39,-45,-41,-41
3860,0.35-0.39,None,VS1,EX,GD,VG,-42.0,-49.0,-47.0,-45,-44,-44,-39,-43,-40,-41
3861,0.35-0.39,None,VS2,EX,GD,VG,-45.0,-50.0,-48.0,-45,-42,-44,-37,-41,-42,-41
3862,0.35-0.39,None,VVS1,EX,GD,VG,-40.0,-36.0,-40.0,-44,-44,-45,-43,-46,-44,-42
3863,0.35-0.39,None,VVS2,EX,GD,VG,-43.0,-43.0,-43.0,-46,-45,-46,-42,-46,-43,-45
3864,0.40-0.44,None,IF,EX,GD,VG,-36.0,-33.0,-33.0,-37,-36,-41,-40,-42,-39,-43
3865,0.40-0.44,None,IF,EX,GD,VG,-36.0,-33.0,-33.0,-37,-36,-41,-40,-42,-39,-43
3866,0.40-0.44,None,SI1,EX,GD,VG,-43.0,-42.0,-41.0,-38,-37,-38,-38,-41,-43,-40
3867,0.40-0.44,None,SI1,EX,GD,VG,-43.0,-42.0,-41.0,-38,-37,-38,-38,-41,-43,-40
3868,0.40-0.44,None,SI2,EX,GD,VG,-45.0,-47.0,-44.0,-41,-39,-38,-39,-38,-36,-38
3869,0.40-0.44,None,SI2,EX,GD,VG,-45.0,-47.0,-44.0,-41,-39,-38,-39,-38,-36,-38
3870,0.40-0.44,None,VS1,EX,GD,VG,-42.0,-40.0,-39.0,-37,-36,-44,-42,-42,-43,-43
3871,0.40-0.44,None,VS1,EX,GD,VG,-42.0,-40.0,-39.0,-37,-36,-44,-42,-42,-43,-43
3872,0.40-0.44,None,VS2,EX,GD,VG,-43.0,-44.0,-42.0,-39,-36,-44,-41,-42,-44,-41
3873,0.40-0.44,None,VS2,EX,GD,VG,-43.0,-44.0,-42.0,-39,-36,-44,-41,-42,-44,-41
3874,0.40-0.44,None,VVS1,EX,GD,VG,-35.0,-32.0,-33.0,-35,-36,-42,-42,-43,-38,-41
3875,0.40-0.44,None,VVS1,EX,GD,VG,-35.0,-32.0,-33.0,-35,-36,-42,-42,-43,-38,-41
3876,0.40-0.44,None,VVS2,EX,GD,VG,-39.0,-38.0,-36.0,-36,-37,-44,-42,-44,-44,-43
3877,0.40-0.44,None,VVS2,EX,GD,VG,-39.0,-38.0,-36.0,-36,-37,-44,-42,-44,-44,-43
3878,0.45-0.49,None,IF,EX,GD,VG,-28.0,-22.0,-20.0,-20,-24,-27,-25,-38,-32,-30
3879,0.45-0.49,None,SI1,EX,GD,VG,-33.0,-31.0,-30.0,-28,-26,-29,-29,-30,-30,-35
3880,0.45-0.49,None,SI2,EX,GD,VG,-39.0,-39.0,-36.0,-33,-30,-30,-29,-30,-29,-37
3881,0.45-0.49,None,VS1,EX,GD,VG,-30.0,-28.0,-27.0,-24,-26,-31,-33,-31,-33,-35
3882,0.45-0.49,None,VS2,EX,GD,VG,-26.0,-31.0,-30.0,-27,-24,-29,-30,-31,-31,-35
3883,0.45-0.49,None,VVS1,EX,GD,VG,-24.0,-20.0,-20.0,-23,-25,-32,-29,-35,-30,-31
3884,0.45-0.49,None,VVS2,EX,GD,VG,-31.0,-29.0,-26.0,-24,-26,-31,-35,-34,-33,-39
3885,0.50-0.59,None,IF,EX,GD,VG,-46.0,-42.0,-43.0,-43,-47,-47,-43,-42,-43,-42
3886,0.50-0.59,None,SI1,EX,GD,VG,-48.0,-51.0,-50.0,-50,-46,-47,-47,-46,-44,-46
3887,0.50-0.59,None,SI2,EX,GD,VG,-47.0,-50.0,-49.0,-50,-48,-50,-47,-47,-44,-41
3888,0.50-0.59,None,VS1,EX,GD,VG,-48.0,-49.0,-49.0,-47,-47,-47,-44,-45,-43,-43
3889,0.50-0.59,None,VS2,EX,GD,VG,-49.0,-51.0,-50.0,-48,-47,-47,-46,-48,-42,-43
3890,0.50-0.59,None,VVS1,EX,GD,VG,-46.0,-41.0,-43.0,-44,-47,-48,-45,-42,-42,-44
3891,0.50-0.59,None,VVS2,EX,GD,VG,-50.0,-48.0,-48.0,-46,-46,-47,-46,-46,-41,-44
3892,0.70-0.74,None,IF,EX,GD,VG,-41.0,-36.0,-34.0,-39,-45,-42,-41,-41,-36,-39
3893,0.70-0.74,None,SI1,EX,GD,VG,-47.0,-46.0,-43.0,-43,-42,-41,-39,-37,-40,-43
3894,0.70-0.74,None,SI2,EX,GD,VG,-47.0,-47.0,-47.0,-47,-44,-41,-41,-42,-40,-44
3895,0.70-0.74,None,VS1,EX,GD,VG,-42.0,-43.0,-42.0,-39,-44,-38,-37,-39,-41,-47
3896,0.70-0.74,None,VS2,EX,GD,VG,-46.0,-44.0,-43.0,-43,-42,-41,-39,-42,-42,-46
3897,0.70-0.74,None,VVS1,EX,GD,VG,-37.0,-36.0,-33.0,-40,-44,-42,-40,-38,-41,-40
3898,0.70-0.74,None,VVS2,EX,GD,VG,-42.0,-39.0,-38.0,-41,-45,-41,-40,-41,-40,-45
3899,0.75-0.79,None,IF,EX,GD,VG,-34.0,-30.0,-28.0,-33,-39,-38,-36,-34,-35,-36
3900,0.75-0.79,None,SI1,EX,GD,VG,-41.0,-39.0,-39.0,-36,-35,-32,-30,-36,-33,-41
3901,0.75-0.79,None,SI2,EX,GD,VG,-44.0,-41.0,-43.0,-40,-35,-36,-30,-37,-36,-37
3902,0.75-0.79,None,VS1,EX,GD,VG,-36.0,-36.0,-37.0,-36,-38,-34,-33,-36,-35,-40
3903,0.75-0.79,None,VS2,EX,GD,VG,-41.0,-43.0,-41.0,-39,-36,-33,-33,-36,-33,-42
3904,0.75-0.79,None,VVS1,EX,GD,VG,-31.0,-28.0,-26.0,-33,-39,-38,-34,-35,-32,-35
3905,0.75-0.79,None,VVS2,EX,GD,VG,-35.0,-35.0,-33.0,-39,-41,-37,-35,-36,-32,-41
3906,0.80-0.89,None,IF,EX,GD,VG,-25.0,-20.0,-18.0,-21,-27,-25,-26,-23,-27,-29
3907,0.80-0.89,None,SI1,EX,GD,VG,-30.0,-31.0,-30.0,-30,-29,-26,-27,-33,-32,-36
3908,0.80-0.89,None,SI2,EX,GD,VG,-32.0,-36.0,-36.0,-34,-32,-31,-28,-31,-33,-36
3909,0.80-0.89,None,VS1,EX,GD,VG,-25.0,-25.0,-25.0,-28,-29,-31,-28,-25,-32,-35
3910,0.80-0.89,None,VS2,EX,GD,VG,-25.0,-27.0,-27.0,-26,-28,-31,-26,-28,-31,-35
3911,0.80-0.89,None,VVS1,EX,GD,VG,-20.0,-18.0,-19.0,-20,-26,-27,-26,-25,-26,-32
3912,0.80-0.89,None,VVS2,EX,GD,VG,-23.0,-22.0,-24.0,-25,-29,-29,-26,-20,-30,-37
3913,0.90-0.94,None,IF,EX,GD,VG,-40.0,-40.0,-40.0,-42,-42,-34,-33,-34,-37,-40
3914,0.90-0.94,None,SI1,EX,GD,VG,-36.0,-35.0,-36.0,-35,-36,-38,-38,-35,-38,-40
3915,0.90-0.94,None,SI2,EX,GD,VG,-40.0,-41.0,-38.0,-40,-39,-36,-36,-39,-36,-37
3916,0.90-0.94,None,VS1,EX,GD,VG,-44.0,-42.0,-38.0,-38,-40,-38,-36,-35,-36,-37
3917,0.90-0.94,None,VS2,EX,GD,VG,-42.0,-39.0,-39.0,-37,-39,-38,-38,-37,-37,-36
3918,0.90-0.94,None,VVS1,EX,GD,VG,-40.0,-38.0,-37.0,-40,-42,-35,-34,-33,-37,-38
3919,0.90-0.94,None,VVS2,EX,GD,VG,-44.0,-41.0,-38.0,-40,-42,-38,-37,-37,-38,-37
3920,0.95-0.99,None,IF,EX,GD,VG,-32.0,-30.0,-30.0,-37,-36,-30,-26,-28,-31,-30
3921,0.95-0.99,None,SI1,EX,GD,VG,-30.0,-28.0,-30.0,-28,-29,-31,-32,-28,-28,-32
3922,0.95-0.99,None,SI2,EX,GD,VG,-36.0,-32.0,-32.0,-28,-30,-29,-29,-28,-29,-32
3923,0.95-0.99,None,VS1,EX,GD,VG,-36.0,-32.0,-30.0,-29,-29,-29,-28,-30,-31,-32
3924,0.95-0.99,None,VS2,EX,GD,VG,-28.0,-27.0,-31.0,-28,-32,-31,-34,-30,-30,-31
3925,0.95-0.99,None,VVS1,EX,GD,VG,-34.0,-31.0,-32.0,-33,-34,-31,-27,-28,-33,-34
3926,0.95-0.99,None,VVS2,EX,GD,VG,-36.0,-35.0,-31.0,-33,-32,-30,-30,-27,-33,-33
3927,0.30-0.34,None,IF,VG,GD,VG,-57.0,-53.0,-52.0,-56,-57,-56,-56,-56,-51,-53
